condition,lid,raw_LR_asym_pct,corrected_LR_asym_pct,raw_dpc_mean,raw_dpc_std,corrected_dpc_mean,corrected_dpc_std
off_5mM1,off,5.748769118036079,5.7146979267512075,0.028832320410113833,0.025789618684011324,0.02849250471505203,0.025249279426412294
off_5mM3,off,27.0096217461237,26.987220366148403,0.13518729130900228,0.028506488573571218,0.13487242102340796,0.026036476071290855
on_5mM1,on,5.874282225820214,5.853007309651832,0.02946321624073118,0.02641266553266921,0.029187941212165433,0.025488683987372085
on_5mM3,on,29.22625312534252,29.20667825338073,0.1462318533968474,0.027119736395183794,0.14597117257263256,0.025864101166433808
