condition,lid,media,replicate,is_empty_field,direction,expected_led_mode,timestamp_str,tiff_path,file_size_bytes,yaml_path,experiment_id,recording_start_time,objective_name,magnification,NA,tube_lens_mm,sensor_pixel_size_um,trigger_mode,camera_mode,binning_x,binning_y,exposure_time_ms,analog_gain,pixel_format,roi_offset_x,roi_offset_y,roi_width,roi_height,led_matrix_mode,led_intensity,img_height,img_width,img_dtype,img_min,img_max,img_mean,img_std,img_p001,img_p01,img_p50,img_p99,img_p999,frac_saturated,frac_zero
on_serum1,on,serum,1.0,False,right,right_half,2026-05-13_15-10-54,/data/Project_Data/QPM/20260513_Hela_p15/on_serum1/2026-05-13_15-10-54_on_serum1_right.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum1/2026-05-13_15-10-54_on_serum1_right_acquisition_metadata.yaml,2026-05-13_15-10-54_on_serum1_right,1778710254.040286,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,right_half,5.0,2400,2400,uint16,6099.0,30243.0,16904.449961979168,747.49164920945,14357.0,15062.0,16998.0,18346.0,20279.0,0.0,0.0
on_serum1,on,serum,1.0,False,bottom,bottom_half,2026-05-13_15-11-05,/data/Project_Data/QPM/20260513_Hela_p15/on_serum1/2026-05-13_15-11-05_on_serum1_bottom.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum1/2026-05-13_15-11-05_on_serum1_bottom_acquisition_metadata.yaml,2026-05-13_15-11-05_on_serum1_bottom,1778710265.1554606,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,bottom_half,5.0,2400,2400,uint16,5912.0,32265.0,19014.596202604167,749.1366747161569,16191.0,17235.0,19024.0,20678.0,22210.001000001095,0.0,0.0
on_serum2,on,serum,2.0,False,bffull,bf_full,2026-05-13_15-14-43,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-14-43_on_serum2_bffull.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-14-43_on_serum2_bffull_acquisition_metadata.yaml,2026-05-13_15-14-43_on_serum2_bffull,1778710483.739959,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,bf_full,5.0,2400,2400,uint16,4525.0,49104.0,42432.909642708335,1193.3221845614294,38672.0,39488.0,42662.0,44533.0,45383.0,0.0,0.0
on_serum2,on,serum,2.0,False,top,top_half,2026-05-13_15-14-56,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-14-56_on_serum2_top.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-14-56_on_serum2_top_acquisition_metadata.yaml,2026-05-13_15-14-56_on_serum2_top,1778710496.4619427,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,top_half,5.0,2400,2400,uint16,2096.0,33472.0,19587.502989930555,802.5277297630463,16213.0,17654.0,19688.0,21112.0,23733.0,0.0,0.0
on_serum2,on,serum,2.0,False,left,left_half,2026-05-13_15-15-06,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-15-06_on_serum2_left.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-15-06_on_serum2_left_acquisition_metadata.yaml,2026-05-13_15-15-06_on_serum2_left,1778710506.5341775,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,left_half,5.0,2400,2400,uint16,2150.0,37232.0,21826.17065190972,850.0950097493035,17728.999,19876.0,21912.0,23447.0,25958.0,0.0,0.0
on_serum2,on,serum,2.0,False,right,right_half,2026-05-13_15-15-15,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-15-15_on_serum2_right.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-15-15_on_serum2_right_acquisition_metadata.yaml,2026-05-13_15-15-15_on_serum2_right,1778710515.9843318,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,right_half,5.0,2400,2400,uint16,1795.0,29623.0,16871.68747326389,732.9191121149918,14034.0,15048.0,16943.0,18299.0,20658.001000001095,0.0,0.0
on_serum2,on,serum,2.0,False,bottom,bottom_half,2026-05-13_15-15-25,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-15-25_on_serum2_bottom.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum2/2026-05-13_15-15-25_on_serum2_bottom_acquisition_metadata.yaml,2026-05-13_15-15-25_on_serum2_bottom,1778710525.7282245,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,bottom_half,5.0,2400,2400,uint16,1852.0,31707.0,18816.50990607639,758.165689127563,15125.999,16949.0,18892.0,20293.0,22684.0,0.0,0.0
on_serum3,on,serum,3.0,False,bffull,bf_full,2026-05-13_15-19-49,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-19-49_on_serum3_bffull.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-19-49_on_serum3_bffull_acquisition_metadata.yaml,2026-05-13_15-19-49_on_serum3_bffull,1778710789.4461188,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,bf_full,5.0,2400,2400,uint16,16461.0,52422.0,43170.93766996528,1376.6647238104988,38755.0,39701.0,43228.0,46360.0,47537.0,0.0,0.0
on_serum3,on,serum,3.0,False,top,top_half,2026-05-13_15-20-01,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-01_on_serum3_top.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-01_on_serum3_top_acquisition_metadata.yaml,2026-05-13_15-20-01_on_serum3_top,1778710801.811634,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,top_half,5.0,2400,2400,uint16,4683.0,32206.0,19907.441863020835,964.7946758356343,16573.0,17713.0,19885.0,22357.0,24102.0,0.0,0.0
on_serum3,on,serum,3.0,False,left,left_half,2026-05-13_15-20-12,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-12_on_serum3_left.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-12_on_serum3_left_acquisition_metadata.yaml,2026-05-13_15-20-12_on_serum3_left,1778710812.4257941,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,left_half,5.0,2400,2400,uint16,7720.0,37949.0,22912.790200868054,987.1077259972117,19092.0,20590.0,22894.0,25422.0,27131.0,0.0,0.0
on_serum3,on,serum,3.0,False,right,right_half,2026-05-13_15-20-22,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-22_on_serum3_right.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-22_on_serum3_right_acquisition_metadata.yaml,2026-05-13_15-20-22_on_serum3_right,1778710822.8167174,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,right_half,5.0,2400,2400,uint16,4936.0,26508.0,16576.3285484375,873.8217169752004,13650.0,14504.0,16627.0,18569.0,20265.0,0.0,0.0
on_serum3,on,serum,3.0,False,bottom,bottom_half,2026-05-13_15-20-34,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-34_on_serum3_bottom.tif,11520256,/data/Project_Data/QPM/20260513_Hela_p15/on_serum3/2026-05-13_15-20-34_on_serum3_bottom_acquisition_metadata.yaml,2026-05-13_15-20-34_on_serum3_bottom,1778710834.3728585,10x,10.0,0.3,180.0,6.5,Continuous Acquisition,hdr,1,1,10.0,0.0,MONO16,0,0,2400,2400,bottom_half,5.0,2400,2400,uint16,4258.0,31902.0,19201.528792708334,907.3566848058989,15726.0,16974.0,19242.0,21334.0,23018.0,0.0,0.0
