lid,empty_LR_pct,sample_LR_median_pct,sample_LR_iqr_pct,empty_TB_pct,sample_TB_median_pct,sample_TB_iqr_pct
off,20.43105220946896,21.98897394681227,2.6636497908276624,5.4581752649314055,5.042847534505354,0.7526338086698043
on,18.428026126926326,24.272172731420767,3.6669908646522344,4.959885978861674,4.49769632938062,1.0293125572061097
